evaluation_id,suite_id,dataset_id,task_name,task_family,target,sample_unit,task_type,num_samples,endpoint,metric,direction,protocol,reference_url,audit_status,observed_models
pathorob.camelyon.average_performance_drop,pathorob,camelyon,camelyon average_performance_drop,shortcut_generalization,average_performance_drop,patch,robustness_analysis,not_reported,average_performance_drop,average_performance_drop,lower,"PathoROB center-robustness protocol across TCGA 2x2, TCGA 4x4, Camelyon, and Tolkach ESCA benchmark datasets.",https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,0
pathorob.camelyon.clustering_score,pathorob,camelyon,camelyon clustering_score,clustering_robustness,clustering_score,patch,robustness_analysis,not_reported,clustering_score,clustering_score,higher,"PathoROB center-robustness protocol across TCGA 2x2, TCGA 4x4, Camelyon, and Tolkach ESCA benchmark datasets.",https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,0
pathorob.camelyon.robustness_index,pathorob,camelyon,camelyon robustness_index,representation_robustness,robustness_index,patch,robustness_analysis,not_reported,robustness_index,robustness_index,higher,"PathoROB center-robustness protocol across TCGA 2x2, TCGA 4x4, Camelyon, and Tolkach ESCA benchmark datasets.",https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,23
pathorob.tcga_2x2.average_performance_drop,pathorob,tcga_2x2,tcga_2x2 average_performance_drop,shortcut_generalization,average_performance_drop,patch,robustness_analysis,not_reported,average_performance_drop,average_performance_drop,lower,"PathoROB center-robustness protocol across TCGA 2x2, TCGA 4x4, Camelyon, and Tolkach ESCA benchmark datasets.",https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,0
pathorob.tcga_2x2.clustering_score,pathorob,tcga_2x2,tcga_2x2 clustering_score,clustering_robustness,clustering_score,patch,robustness_analysis,not_reported,clustering_score,clustering_score,higher,"PathoROB center-robustness protocol across TCGA 2x2, TCGA 4x4, Camelyon, and Tolkach ESCA benchmark datasets.",https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,0
pathorob.tcga_2x2.robustness_index,pathorob,tcga_2x2,tcga_2x2 robustness_index,representation_robustness,robustness_index,patch,robustness_analysis,not_reported,robustness_index,robustness_index,higher,"PathoROB center-robustness protocol across TCGA 2x2, TCGA 4x4, Camelyon, and Tolkach ESCA benchmark datasets.",https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,23
pathorob.tcga_4x4.average_performance_drop,pathorob,tcga_4x4,tcga_4x4 average_performance_drop,shortcut_generalization,average_performance_drop,patch,robustness_analysis,not_reported,average_performance_drop,average_performance_drop,lower,"PathoROB center-robustness protocol across TCGA 2x2, TCGA 4x4, Camelyon, and Tolkach ESCA benchmark datasets.",https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,0
pathorob.tcga_4x4.clustering_score,pathorob,tcga_4x4,tcga_4x4 clustering_score,clustering_robustness,clustering_score,patch,robustness_analysis,not_reported,clustering_score,clustering_score,higher,"PathoROB center-robustness protocol across TCGA 2x2, TCGA 4x4, Camelyon, and Tolkach ESCA benchmark datasets.",https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,0
pathorob.tcga_4x4.robustness_index,pathorob,tcga_4x4,tcga_4x4 robustness_index,representation_robustness,robustness_index,patch,robustness_analysis,not_reported,robustness_index,robustness_index,higher,"PathoROB center-robustness protocol across TCGA 2x2, TCGA 4x4, Camelyon, and Tolkach ESCA benchmark datasets.",https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,0
pathorob.tolkach_esca.average_performance_drop,pathorob,tolkach_esca,tolkach_esca average_performance_drop,shortcut_generalization,average_performance_drop,patch,robustness_analysis,not_reported,average_performance_drop,average_performance_drop,lower,"PathoROB center-robustness protocol across TCGA 2x2, TCGA 4x4, Camelyon, and Tolkach ESCA benchmark datasets.",https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,0
pathorob.tolkach_esca.clustering_score,pathorob,tolkach_esca,tolkach_esca clustering_score,clustering_robustness,clustering_score,patch,robustness_analysis,not_reported,clustering_score,clustering_score,higher,"PathoROB center-robustness protocol across TCGA 2x2, TCGA 4x4, Camelyon, and Tolkach ESCA benchmark datasets.",https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,0
pathorob.tolkach_esca.robustness_index,pathorob,tolkach_esca,tolkach_esca robustness_index,representation_robustness,robustness_index,patch,robustness_analysis,not_reported,robustness_index,robustness_index,higher,"PathoROB center-robustness protocol across TCGA 2x2, TCGA 4x4, Camelyon, and Tolkach ESCA benchmark datasets.",https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,23
thunder.bach.linear_probing,thunder,bach,bach linear_probing,classification,BACH four-class histology label,image,classification,400,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/bach.yaml,parsed_primary_source,32
thunder.bracs.linear_probing,thunder,bracs,bracs linear_probing,classification,BRACS seven-class lesion label,image,classification,4539,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/bracs.yaml,parsed_primary_source,32
thunder.break_his.linear_probing,thunder,break_his,break_his linear_probing,classification,BreakHis selected four-class subtype label,image,classification,1471,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/break_his.yaml,parsed_primary_source,32
thunder.ccrcc.linear_probing,thunder,ccrcc,ccrcc linear_probing,classification,ccrcc class label,image,classification,27169,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/ccrcc.yaml,parsed_primary_source,32
thunder.crc.linear_probing,thunder,crc,crc linear_probing,classification,CRC-100K nine-class tissue label,image,classification,107180,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/crc.yaml,parsed_primary_source,32
thunder.esca.linear_probing,thunder,esca,esca linear_probing,classification,esca class label,image,classification,367329,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/esca.yaml,parsed_primary_source,32
thunder.mhist.linear_probing,thunder,mhist,mhist linear_probing,classification,MHIST hyperplastic-polyp versus sessile-serrated-adenoma label,image,classification,3152,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/mhist.yaml,parsed_primary_source,32
thunder.ocelot.segmentation,thunder,ocelot,ocelot segmentation,segmentation,ocelot segmentation mask,image,segmentation,10608,segmentation,dice,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/ocelot.yaml,parsed_primary_source,0
thunder.pannuke.segmentation,thunder,pannuke,pannuke segmentation,segmentation,pannuke segmentation mask,image,segmentation,7901,segmentation,dice,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/pannuke.yaml,parsed_primary_source,0
thunder.patch_camelyon.linear_probing,thunder,patch_camelyon,patch_camelyon linear_probing,classification,PatchCamelyon binary metastatic-tissue label,image,classification,327680,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/patch_camelyon.yaml,parsed_primary_source,32
thunder.segpath_epithelial.segmentation,thunder,segpath_epithelial,segpath_epithelial segmentation,segmentation,segpath_epithelial segmentation mask,image,segmentation,238581,segmentation,dice,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/segpath_epithelial.yaml,parsed_primary_source,0
thunder.segpath_lymphocytes.segmentation,thunder,segpath_lymphocytes,segpath_lymphocytes segmentation,segmentation,segpath_lymphocytes segmentation mask,image,segmentation,110457,segmentation,dice,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/segpath_lymphocytes.yaml,parsed_primary_source,0
thunder.spider_breast.linear_probing,thunder,spider_breast,spider_breast linear_probing,classification,spider_breast class label,image,classification,92892,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/spider_breast.yaml,parsed_primary_source,32
thunder.spider_colorectal.linear_probing,thunder,spider_colorectal,spider_colorectal linear_probing,classification,spider_colorectal class label,image,classification,77182,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/spider_colorectal.yaml,parsed_primary_source,32
thunder.spider_skin.linear_probing,thunder,spider_skin,spider_skin linear_probing,classification,spider_skin class label,image,classification,159854,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/spider_skin.yaml,parsed_primary_source,32
thunder.spider_thorax.linear_probing,thunder,spider_thorax,spider_thorax linear_probing,classification,spider_thorax class label,image,classification,78307,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/spider_thorax.yaml,parsed_primary_source,32
thunder.starc9.linear_probing,thunder,starc9,starc9 linear_probing,classification,starc9 class label,image,classification,702000,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/starc9.yaml,parsed_primary_source,0
thunder.tcga_crc_msi.linear_probing,thunder,tcga_crc_msi,tcga_crc_msi linear_probing,classification,tcga_crc_msi class label,image,classification,51918,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/tcga_crc_msi.yaml,parsed_primary_source,32
thunder.tcga_tils.linear_probing,thunder,tcga_tils,tcga_tils linear_probing,classification,tcga_tils class label,image,classification,304097,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/tcga_tils.yaml,parsed_primary_source,32
thunder.tcga_uniform.linear_probing,thunder,tcga_uniform,tcga_uniform linear_probing,classification,tcga_uniform class label,image,classification,271710,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/tcga_uniform.yaml,parsed_primary_source,32
thunder.wilds.linear_probing,thunder,wilds,wilds linear_probing,classification,wilds class label,image,classification,422394,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/wilds.yaml,parsed_primary_source,32
